,conversion,coupon,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,membership_level_0,membership_level_1,membership_level_2,Z,ite,loyalty_points_awarded
0,1.0,1.0,-1.1105542589927049,-1.1340971331195395,0.1285889103248864,0.8742377282627234,0.1965936691987018,2.040795052506335,0.3540326107998824,-0.7663001575656928,0.0047403038470509,-0.3252334531065076,-1.069393599281612,-0.3142888455310492,-0.4125762212481576,-0.9123289664174512,-0.0895483864989578,1.0,0.0,0.0,0.2163553155255283,0.1273041210012673,185.0
1,0.0,1.0,-0.5152602835925753,-0.1502949654612826,-0.0768498473036336,-0.2040639545813714,0.362197149993885,0.5733538814353955,0.1927148370704954,0.37228752986975,0.8905656451576386,1.4263631248002375,0.0604766353154032,-1.6631277773643227,0.6233412073673518,0.296810705272413,-0.3270255191462061,1.0,0.0,0.0,0.8121730100140839,-0.0100970045808546,58.0
2,0.0,0.0,1.1604144870747866,-0.3458117555169469,0.4416473141218772,-1.0847155342672077,-1.8371456175845144,-1.207060023027524,-1.3991752588843591,0.2037267607840386,2.7678874549001637,0.8845254287158928,0.6427849147048859,0.0133390224058847,-0.6766662819631173,-1.2712269902175957,1.215198271876332,0.0,0.0,1.0,-0.170248269524868,0.0458586835969978,20.0
3,1.0,0.0,-2.141387448714285,-1.9609440323652916,-1.598673819628899,-0.8875524233386036,-1.6322361263584853,0.6817003980115027,0.6561213226782877,0.3500650825350256,1.1645491182827552,1.537244669847306,0.8050551513235932,0.38938834127828,0.4017337758778372,-0.0506935900372552,0.2781262231429413,1.0,0.0,0.0,1.695381514542812,0.0548376920929332,145.0
4,0.0,1.0,-0.6094042920715305,-0.6820083195377376,-1.6728007524258324,-1.6926257686733082,-2.211050855983388,-1.4172796149182267,0.6708147664231083,1.2173007722476794,1.147091728758198,-0.569124123035356,-0.8355420627433391,-0.8097874528144732,0.0678868995018869,0.3428620386832033,1.0543928512653744,0.0,1.0,0.0,2.385743067325209,0.059965095058295,87.0
5,0.0,1.0,0.1639180627334956,-0.5248465269088637,0.9515825399060356,0.2577620694395007,-0.3297274609638323,1.585855999818842,0.7755094669364103,0.3144235010537634,0.854118384023067,-0.4143817572474651,-0.6429946437604109,-0.212492008739919,0.5231214704312259,-0.1027135956195753,-1.7436478471413963,0.0,1.0,0.0,1.0627654027864109,0.0848326924502374,30.0
6,1.0,1.0,0.6057027981301256,-0.0133966658043928,-0.0464609675576045,-0.3388888717851379,-0.6893472037253591,0.3004241350786381,0.3894013154716218,1.0657788106221486,1.027723657394491,1.1060094322856615,0.5179516040880771,-0.5678676499689379,-0.3696274249136116,0.1336307116055927,-0.9352492436900324,0.0,0.0,1.0,1.1822404161189477,0.0047648435739954,169.0
7,1.0,1.0,-0.8007396748047484,-1.3495093149395705,-0.5633588711571413,0.1018058100864799,0.2056335553532207,-1.3527699021872854,-1.1533139700214046,-1.1031888819432594,0.6476419902532138,-0.1750576745943119,-0.8153338151847686,0.2161904156723234,1.411896143422211,1.0358171252332795,0.5452131764351706,1.0,0.0,0.0,0.9202345057335372,0.0721747154875938,147.0
8,0.0,1.0,-0.4949161102007893,-0.4928447965623551,-0.9858425817748688,-0.0515632420610797,0.9473258623488596,0.1564690878763304,-0.3096067474945727,0.2588743818228279,0.1676273423853156,-0.0501932112721836,-0.918859894297386,-1.0660630044895325,-0.4263148287135863,-0.2153030251613515,0.137545677924176,0.0,0.0,1.0,0.3237557262466782,0.0430651387721293,48.0
9,1.0,1.0,1.1345486996512533,0.153182725748318,0.3679790900984814,1.8356565404223828,0.6211000125133899,-0.2531482562912727,1.5441914615142982,-0.7763217873598974,-0.2297560971616566,-2.3109462940206535,-0.968559466661193,-0.5510133188422013,-0.5224288810275527,1.4859808539659012,1.520443589932076,0.0,1.0,0.0,1.077653945116648,0.064077740667254,158.0
10,0.0,0.0,-2.183441166950779,-0.2397851950633964,0.3104527295887031,-0.4331321768674262,-0.6948393934403978,-0.8196366648276887,0.1096156849138012,0.193635797734755,0.0518446500755193,0.0534850345282005,0.2291395379063037,0.0260681727179154,1.352727299259289,1.9740857374237477,-0.6669021321473302,1.0,0.0,0.0,0.3374681334590071,0.0354664176573775,3.0
11,1.0,1.0,-0.9131827806230446,-0.7074401589364214,-0.634365111939468,-0.4606601573882128,-0.1422183576100446,0.5783983429628876,1.422616180120489,1.6405314918914384,0.1778536088412182,-0.9109891224685808,0.0162547036020256,0.2251731248630899,0.0860963950406987,0.4292221570786561,-0.0026818162933231,1.0,0.0,0.0,1.4071370412708268,0.0722607619021651,179.0
12,0.0,1.0,0.1082825460186549,0.7296653637333543,0.770232757410111,-0.1464907433162868,-1.3068255448250818,1.1419438221499585,0.3074491272272683,-0.0881718091496348,-1.0969660025568797,-0.4528989960076425,1.5033884647634426,0.6103257845587752,0.8480787828713631,-0.1039858011064498,-0.1944350759587181,1.0,0.0,0.0,-0.526958727711456,0.0085756765531462,65.0
13,0.0,0.0,0.3542679779513493,1.1885599554536126,-0.1805593940259113,0.1228527728965828,0.7151724837865296,-0.7944690388706918,-1.6832855359094292,-0.7890511406360036,-2.781152875291727,-2.896757981628282,-0.3415296974866768,0.2431095375324269,0.3336430573213294,1.8968432064623335,1.071362229255558,1.0,0.0,0.0,0.1448493297756871,0.0866702273515295,2.0
14,0.0,1.0,0.9542949108765888,0.7469198670855269,1.316665876273542,-1.332614330395191,-0.0277182126535257,1.4800559629671948,3.090211928504775,0.1106231491640083,0.3044768380016442,0.9791244532777648,0.9526914729316124,-0.7322371775451618,-1.2726504571413133,-0.0384974392769525,-0.588831707816092,0.0,0.0,1.0,1.4882406721259795,-0.0014617407467341,59.0
15,0.0,1.0,1.0862094484102292,0.9882151736666388,1.1643873946380885,1.6739671515940358,1.0193033784153662,-0.6043022123414216,1.2832978947444416,1.0699911406990252,-1.362182146120674,-2.7159618789981583,-2.3939996118997215,-1.9986947107600843,1.3172673902154597,0.6046392050272003,1.7199160513591645,1.0,0.0,0.0,-1.584614607514644,0.0374106689732761,57.0
16,0.0,1.0,-0.831281370063384,-0.9459362818340112,0.03924441465328,0.0738278375525532,0.1376088815622174,0.1170329612170642,-0.1609600164848151,0.1590298659442193,-0.2967486860900262,-1.2062742235528958,0.7999860865547757,1.433663329461761,0.9209933239254796,1.173597855381478,0.558430910464737,0.0,1.0,0.0,-0.3740639068710222,-0.0563442730876005,80.0
17,0.0,0.0,-0.3840396742227411,0.4606465505623012,-0.0922065393932703,-0.9479406144386648,1.219487301346062,0.2143161911460036,1.3084477958959555,1.3206381537022105,0.4725769579915027,0.0837405979082851,0.9571727970065635,0.1437541753231379,-0.3196817474970559,0.7941976175868027,1.096001965641352,0.0,1.0,0.0,1.317940885623487,-0.0094524439782314,0.0
18,1.0,0.0,0.5073895412109748,0.2951294517038098,-0.3781533693662404,0.5392128038180231,0.6642809853038706,0.5945132563027471,-1.3768110873967758,-1.230744447181015,-0.4485034001413679,-0.4349789046628819,-0.4376357004335398,-1.2205869000988907,-1.2400139324266537,-0.6247398484092976,0.955487063688415,0.0,1.0,0.0,-0.4482438565119618,0.045039442975193,106.0
19,1.0,0.0,-0.0869007949471103,-0.9044157992268924,-1.2939180569754871,-1.7043311063943885,-0.2902145990106823,-0.3279906390121931,0.3068988660349754,0.7483573478659226,1.1446317267664108,1.127610247528002,-0.2713381593787444,-0.8602437477176222,-0.3197599619796484,-1.0755178778581391,-0.7611054169526726,0.0,1.0,0.0,0.9236290550056916,0.0589957230219208,83.0
20,0.0,0.0,0.4502209536977831,0.5941429706130497,-0.3896311268893007,0.580023249635399,1.5331231543493913,-0.4043164130527512,-1.3624397674638244,-1.5659813012483064,-1.8294905883007333,0.07913383525599,0.3466190803172811,1.1053300075743455,0.1783616206871873,-1.452371763510937,0.9611112790604506,0.0,0.0,1.0,-1.245902851946341,0.0121575684816999,0.0
21,0.0,1.0,-1.27760502080048,-1.7264835992891212,-1.5491754720585773,0.4000376229732605,1.790316152074133,0.7718552184691749,1.4359217526577688,0.2192784965766326,-0.2128890008212376,-0.8083358997773169,0.3324691128536338,0.2434693367750743,-0.1275758504452898,0.0263485933630079,-0.4533139170003891,0.0,1.0,0.0,1.298759427687612,0.0277716829606207,63.0
22,0.0,0.0,1.466511726454154,1.5472599634702826,0.3528007499497635,1.143793998934766,-0.544719080402073,-1.1232002657004738,-1.419036303919495,0.883702816940823,0.375144535098093,0.1832822116355422,-0.7961061107598171,-0.195729854288991,0.8426423453366426,-0.4200520173612533,-1.05821259611173,1.0,0.0,0.0,-1.2404687517042414,0.1022089289719019,17.0
23,1.0,0.0,0.1011406816282255,-0.6288324286369511,0.3316572535967623,0.1025625761072625,-0.8832023423549791,-0.1559690342238394,-0.7214256487232528,0.6256120710235425,1.6820859454139372,-0.1258871933033596,-0.1168905153082321,1.287235830066461,1.3133928913631945,1.5156600801906266,0.9547563917562316,0.0,1.0,0.0,0.8424951857941041,-0.0293702938524444,85.0
24,0.0,1.0,-1.2279254096953154,0.2233095875761594,-0.2843775955669793,0.8339189416369891,-0.1070624779714848,-1.1118228919876438,-1.5228745924648277,-0.7199587700978815,-0.2335587641636318,0.5216532267858486,-0.0271135555450381,-1.1352864693074276,-0.7122262327942245,-0.7477661377778455,0.7799128473809401,0.0,0.0,1.0,-0.6195470984921437,0.016915139023985,95.0
25,0.0,1.0,-1.2249125001141976,-1.392212958067027,-0.041788498334925,0.2531820822318132,-0.1087331891402258,2.608637454262924,1.1492484542389845,-0.161916408070753,0.3408839076707289,-0.1738074922303095,0.535368355018877,-0.3668126910505621,-1.158326918370712,0.3909185579845888,-0.622856338572743,1.0,0.0,0.0,0.502554987817121,0.0433425878130793,21.0
26,0.0,1.0,2.253169241658731,1.8431752630580067,2.029198204315022,-0.5957806938587725,-0.9801259704428016,-0.6616551461577195,0.5873752093660198,-1.265870150359098,-0.8766676406078308,-0.9224535462773666,-0.9781204009494456,-0.0469501938257965,-1.76115481593248,-1.2827667380817374,-0.7006170273631451,0.0,1.0,0.0,-1.7149498410854989,0.1325714136241973,51.0
27,1.0,0.0,-1.312836964143296,0.0075230743135762,0.104529281881949,-0.4030897728976036,0.1443746453987189,-0.6963183883492219,0.1803170896888709,0.5981639158623883,-0.5022219447930791,-0.9462159370112294,-0.7302686298246054,-0.3744926983009781,-1.9568059453928128,-1.2763738457641916,-0.0756864195355004,1.0,0.0,0.0,-0.8600298163631787,0.2157222509684712,96.0
28,0.0,1.0,0.0035591099983598,0.175178565918969,2.005626238416854,1.146612746101755,1.2535729952939143,2.634655492474277,2.959462695282856,2.843415083583862,1.5547320288872395,0.2423239906205522,-1.237185087669841,-1.063558722490092,0.8561338374900411,0.8091789127214408,0.497165853464985,0.0,1.0,0.0,2.002992287681878,0.0165559170115356,81.0
29,1.0,1.0,0.5697059741193443,-1.6505941777580326,-0.7458692054087166,0.7265791103576543,1.0877666039438794,0.5640444723354925,0.4180623440484665,-0.6959095481022092,0.0663810379537541,0.0642596835143458,-1.2267702437887773,-0.7947670669496671,-0.1749773840540217,-0.4038841943592436,-1.5351524059801138,1.0,0.0,0.0,-0.5460789651339439,0.1395686808842112,179.0
30,1.0,0.0,0.4337823321277342,1.1247405138809234,0.4215832511253446,-1.0227075682389943,-1.2372120146034054,-0.2356474363733346,-0.0721803241713284,-0.6731385566504322,1.3775995507422836,1.920533044752798,0.0755490848073049,1.7931323521516318,0.6435315485610666,0.9448786954707432,-0.1956880237293466,1.0,0.0,0.0,1.2644595728325088,-0.037289520514006,103.0
31,0.0,1.0,0.9956440107057732,1.0283275181944345,-0.7366211799979167,-0.2334497453811266,-0.3597371876112568,-0.4859195161751143,-0.7409013744235423,-0.1965986116352553,-0.0767642283237336,0.8533168027457546,0.1664811384678514,-0.3424280084215227,0.7108283008376742,2.0789817967802837,1.7503364979541818,0.0,0.0,1.0,-0.1410969125436454,0.0103908784033354,58.0
32,0.0,0.0,1.0685720998323462,0.1629553880390688,0.922704200960554,0.748302131445318,-0.2136280414369452,-0.06194645888131,-1.0141759828444985,-0.680159573854053,0.0100965347581381,0.1781085822695891,-0.9952525859226846,-0.7575776727592269,0.6300929932877019,0.8590256991707657,0.7602478863739304,0.0,0.0,1.0,0.1431508862566056,0.0341983893997805,0.0
33,0.0,1.0,-0.7104117113847455,-0.9447530440016298,0.4073567900683456,0.2971315141559032,-0.5997243235193533,-2.19793324832181,-1.1916329631386036,-1.1474967895584411,-1.545889586592332,-0.4906623088961125,-0.4964536622452565,-1.1471407747598517,-0.5428365117644668,0.043810889406004,0.5316782215406899,0.0,1.0,0.0,-1.4742415842841858,0.0202996673777651,10.0
34,0.0,1.0,-2.138920261165396,-0.5457759919477901,0.1146852694248127,-0.1394941185943673,-1.1482820939388163,-0.6459218011247952,-1.026038399278434,-0.7693427383743073,-0.2445416211020277,0.1895016096545218,-0.096442318881521,-0.2875325526216257,-0.4751165230068411,1.6093831683040405,2.2001760120340426,0.0,1.0,0.0,-0.2096369903691875,0.0373112306858343,43.0
35,0.0,1.0,-0.62937134711181,-0.8042689611737751,0.0041059686826675,-1.5567690562655734,-1.2074844822659203,-1.0676807104213206,-0.8681802932827006,-0.6661618844344618,-0.4403351562820055,-0.321222303269577,0.9630777403742662,0.1388810261223212,-0.0957792879972431,0.0253670719034502,-0.7021764504228134,1.0,0.0,0.0,0.2883285433283654,0.0510694469256187,53.0
36,1.0,0.0,0.7303616118779367,1.3741457320306,0.3119822505434746,-0.4838026723404677,-0.9600135583508136,0.6669045387081092,1.9966523652303163,1.2092246665754998,0.5519674608423434,0.5511702383610636,0.4473410282455763,-0.0392264018052901,-1.266566523562907,-1.6211055101247518,-0.9942056971219704,1.0,0.0,0.0,0.1527447458786833,0.101548225515842,125.0
37,0.0,0.0,-0.117163851623437,-0.1996374321251688,-0.130034036548,-0.4234581933769763,0.7581477966557163,0.0931889666257739,0.8083294637565903,-0.6698712618400072,0.4563516369851769,0.6015916277502931,-0.4674688991313657,0.2567708715453469,0.0818363514969083,0.3194500132356255,-0.0581316197560543,1.0,0.0,0.0,0.4162294778915382,0.0982210678491309,24.0
38,1.0,0.0,-0.1225461605499005,1.1388713708958265,1.378773307279942,1.4290777727665025,-0.3306841856704762,-0.1500338494679309,-0.1165574533030419,0.750604244690792,-0.960367526385012,-2.284021703364977,-0.6414561888657372,-0.4660893291055138,-1.1508083337289514,-2.4437740581149834,-0.1794077018311652,1.0,0.0,0.0,-1.9253691275132327,0.1320078919223714,92.0
39,1.0,0.0,-0.3390975975462488,-0.2249594786961756,0.2808061955728854,0.4229032641279362,-0.6860762570321797,-1.6038653734221422,-0.6531077627274281,-0.429359345296736,-0.2656299435132533,-0.1914496358189726,-0.7881254829126467,-0.95429065444723,-0.7128048227259784,-0.0349354430035784,0.4641511488963734,0.0,1.0,0.0,-0.6764048936623742,0.0525925030177549,94.0
40,0.0,0.0,-0.690740827385791,-0.1239585127710737,1.714254146071481,1.2665585222000608,0.3213462687769651,-2.1059866429406267,-1.9030069741853524,-1.0472313612535766,-0.0798824035542966,1.1222651799508203,0.8875883140780141,0.1489968401970416,0.929222556625271,0.2259868633098056,-0.4102025541271583,0.0,1.0,0.0,-0.4269680427070958,-0.0024932442966775,0.0
41,0.0,1.0,-0.746276857585698,-0.3256717930857367,-1.774711774113852,-1.477115600803108,-0.8195886631457308,0.8216252835961562,1.571760917536694,1.180245000982516,0.6797414812083967,-0.5731029708997423,0.6621321678232844,-2.0908294733733555,-0.7121655405392013,-0.1056089406396257,-1.8237360925544888,0.0,1.0,0.0,0.4812275653020793,-0.0905070058450014,22.0
42,0.0,1.0,0.7217122457049326,-0.8735391682114495,-0.1024577991079313,-0.0225556204755019,0.4827037312218353,1.2897066416778675,-0.2404286943166802,-0.4194542110765568,-0.021746863661711,0.8154746428476883,-0.3524532381101505,-1.1212728329179522,-1.1614331356367738,0.485681069033751,1.478673793563985,1.0,0.0,0.0,0.2044011882935289,0.0713582954523707,16.0
43,1.0,1.0,-0.721886216069,0.4074816864510154,0.3300959355582897,-0.7497619163733358,-0.6168031000704338,1.177981870463609,0.9163265772224312,0.7005839670475446,1.052838367407505,-0.2691404352379746,-0.1537355521217775,0.9595116423516088,-0.0847416828151561,-0.1443761055959027,2.184337284214395,1.0,0.0,0.0,0.5240077504201379,0.0873855329066727,189.0
44,0.0,1.0,2.426980753223146,0.7340170828918766,-0.0437078902479221,0.1605861846255999,-0.3451194974960782,-0.3914929313674847,0.5290175657029791,-1.764898876659482,-1.623162427501982,-1.8076175905166136,-0.3884323232847032,-3.104788251520942,-1.5295479715175604,-1.1101187766459208,-1.0963492657543716,1.0,0.0,0.0,-3.2943394934186867,-0.0666765820301325,40.0
45,1.0,1.0,0.8200425549631553,-0.1881892391526956,-0.189381252905957,0.3159093507378286,-0.0221917782156753,-1.031312691799585,-0.4336751566814735,0.4855790085656902,0.6305791427376848,0.18572796865545,-2.1064831322804394,-1.3681783686265316,-2.0836771565960945,-1.5153070152237162,-0.2650211380184243,1.0,0.0,0.0,0.2067942444922529,0.2255580927929544,141.0
46,0.0,1.0,0.6155014354202772,-0.3164817302833393,1.5081212291225952,1.8441717804444897,1.381110521339311,0.6880516072605171,1.4560692983271075,1.6396072994579367,0.8086143046481566,0.9465085397409202,-0.080019279970774,0.908257109350244,2.0928345713660823,1.366252618246408,0.2022770933090302,0.0,1.0,0.0,1.2117368383168476,-0.0306598551889723,25.0
47,0.0,0.0,-0.8367054313219089,-0.4030959533174044,-1.8148507339950817,0.0817894337661593,-0.1684908956556238,-0.1648763901543155,0.1948865018561895,-0.4225460309001393,-1.5903748656989265,-0.8363508772373198,-0.3192203282229295,-1.5681136587585311,-1.10282180585085,-1.397753811640273,-1.4394111363863489,0.0,1.0,0.0,-0.9857014749211532,0.0246618014068836,16.0
48,1.0,1.0,-0.5312374592221455,0.4852162190947618,-0.1073258866622283,0.5202932944164215,1.280090899591183,1.4897692860236469,1.6654518892220445,0.8205416270917134,1.3743138290645276,1.966542694918659,0.2657175377502479,0.2149649184258311,-0.1843755765102215,-1.2562484868157613,-2.5342592585931025,1.0,0.0,0.0,1.1932278104293723,0.1305678432592636,118.0
49,0.0,0.0,0.1686842939107116,0.0626690699762143,-0.1471178244981554,-0.737106944327658,-0.1962474698796596,0.6150550007850206,0.1861731600017816,-0.5277456874661041,-0.6381029735962951,-0.8226104270982915,-0.8235573816874072,-1.128059775037473,-0.2461293034691771,-0.1602331854644187,-0.6247264126833834,0.0,1.0,0.0,-0.4125657014338046,0.0438204960120183,0.0
50,0.0,1.0,0.3493568077922055,-0.1043325941343381,-0.9444063027828152,-1.6657719075347672,-0.5969073599793725,1.8408302534494352,1.055067039858427,1.436724165159202,0.1664414773415784,-0.2187960138501155,-0.0342429822623493,0.4446878115376573,0.6956566546675418,0.4411682561462395,0.1161733428344809,0.0,1.0,0.0,1.3002393565631594,0.0201206932753548,32.0
51,1.0,0.0,-0.7951891517827995,-1.0097160861520225,-0.7836530242084622,-1.1771239420845891,0.0735244086905064,1.1440502315218375,0.6949038785869828,0.3576507286988587,-0.4078483662282545,-0.8215599976745366,0.1170119912831748,-0.4206963423428813,-0.6982865081217519,-0.2391251431780693,-1.0162831734973563,0.0,1.0,0.0,0.008161277464981,0.043614697159296,108.0
52,0.0,1.0,2.44163069130373,0.9355069965285168,0.6918904517737909,0.0119918163090517,-0.8803002103010664,0.409754991856268,0.0873146240707096,-0.9415302660164936,0.5434950839524954,-0.1436035782469107,0.1857587069391143,-0.4160958856784961,1.4482304493291898,1.5179540993613954,0.2440536698490135,1.0,0.0,0.0,0.8676626095727362,0.0182442632776667,40.0
53,0.0,0.0,0.1862526535030098,0.3829804517346155,0.1428551929774605,-0.3935767044913355,-1.9837424336247136,-0.6010800542421604,-0.7578316621855894,0.4340384551605718,0.3233968654138459,1.974239153624643,0.4812043422002199,0.9613427918999116,2.0284574501737738,-0.5890237918689868,1.4693884243547193,0.0,1.0,0.0,0.928639757870928,-0.0447609731609212,0.0
54,0.0,1.0,1.3240498194386097,1.2054620354036356,1.2597596305780117,-1.1504989574701554,-0.8392768800408801,-1.6623872957992605,-0.2797978560626256,1.3897947757267068,0.6557452463392233,0.0436870460061375,-0.2309683686189093,2.882155936655474,2.38124522429581,1.4253841038461004,2.203318002918279,0.0,0.0,1.0,-0.8582781758330082,-0.0769933535345018,49.0
55,0.0,1.0,0.4321073012794814,-1.6326521979660928,-0.7088934190511449,-0.6252164708139523,0.0210019498802127,-0.3656775758506559,0.0090241977298468,-0.9254858511729792,-0.2484524963978646,-0.5149192931840998,0.0082215150073797,-1.64554735707017,-1.4447391102145717,1.035747016124307,0.8977144317933341,0.0,1.0,0.0,-1.2391220635763345,-0.0284237671770415,59.0
56,1.0,1.0,-1.0583494728189449,-0.2224445864854476,0.2275112964104566,-0.0174779780457368,-0.5069990605109761,-0.8032344226753446,-0.1371602368667843,-0.3585480531589128,0.9034247733439243,0.1338434531623931,-1.343356157762962,-1.3797257925108852,-0.578852982562676,-0.998754639099208,-1.1969427234490189,1.0,0.0,0.0,0.0442578172127797,0.1218706430264399,151.0
57,0.0,0.0,0.5660250853093766,0.9803906604839274,-0.6801891465533092,-0.369067784047364,-0.0847547432814207,-0.1914979313850978,0.2319510495107943,1.2906611399474623,0.383468136683585,0.1928848593832723,1.1820347541860112,0.1039376590041339,0.1321628128720543,1.277471356908278,0.2475335693711898,0.0,0.0,1.0,1.0017664502320154,-0.0255011694131032,6.0
58,0.0,0.0,-0.4332009891984756,-0.6130812464126921,-0.447617901984231,-0.2988967860780377,-0.0757382698123567,-0.314112273368183,0.4212738694389687,0.9066579544536372,0.7893539238133435,-0.8193209836617377,-0.7582476225909207,-1.20482107578592,0.0960463682430554,-0.0977679694001084,-1.548566115279823,1.0,0.0,0.0,-0.2710498203350892,0.090013611050164,0.0
59,0.0,1.0,-0.0665033775430835,0.182517464292964,0.4181713056761303,-0.0794168933581543,-0.1442155527169507,0.669508453100292,1.363191221361398,0.2336792885782631,1.9171410493089347,1.9065134157862105,0.5774677199746687,1.2632609117204112,2.006575875912356,1.3742464127731937,-0.4094597990901154,0.0,1.0,0.0,1.2839790856425466,-0.064900058823244,43.0
60,1.0,0.0,1.2669909072834782,0.5533568422723814,0.7281597696723409,-0.9101915844826274,-0.6655690019356072,-0.9504773789510492,-1.5998911013297528,-0.8812900936073689,-1.0284616863185103,-0.3787102224562585,-0.7833162333362786,-0.1180277669141657,-0.3024039969454643,1.56755325978033,0.1448957861514696,0.0,0.0,1.0,-0.6617104888563214,0.0372735085798968,87.0
